task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action
431	76/4d3127	ecf880c4-b118-4080-9a8d-c62a93cb339d	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (13)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:19:19.006	2024-10-16 15:19:28.901	2024-10-16 15:19:39.155	20.1s	6s	harmon-queue	51.1%	0.0%	1.7 MB	10.6 MB	1.7 MB	14.5 MB	43.4 MB	33 MB	59470	91543	0	0	130368	669	-	s3://nao-harmon/test-dedup-cc2021/work/76/4d31277a673e44bacad4f10a7ac364	-	-
434	2b/fae403	3d4f9754-b77e-4f28-8d5c-d4426f9adb9c	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS	-	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS (11)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:19:19.232	2024-10-16 15:19:39.171	2024-10-16 15:19:39.196	20s	117ms	harmon-queue	15.8%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	1.1 MB	1 MB	217	23	0	0	5	1	-	s3://nao-harmon/test-dedup-cc2021/work/2b/fae403f9dd47186cd25f506248a1a3	-	-
432	43/b1ed43	57459d60-a1c1-4a7e-9edc-8b9c4f4d309f	RUN:HV:BOWTIE2_HUMAN	-	RUN:HV:BOWTIE2_HUMAN (9)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:19.013	2024-10-16 15:19:39.156	2024-10-16 15:19:48.618	29.6s	6.7s	harmon-queue	97.5%	1.2%	3 GB	3.5 GB	3 GB	3.5 GB	3.4 GB	8.9 MB	1127	1027	0	0	9508	4	-	s3://nao-harmon/test-dedup-cc2021/work/43/b1ed43998adf2fbd79249be61aa472	-	-
452	67/ca0597	4b77e3d6-10cd-4937-9cd3-50ddb2c84290	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (15)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:19:39.252	2024-10-16 15:19:48.688	2024-10-16 15:19:48.728	9.5s	753ms	harmon-queue	86.4%	0.0%	5.3 MB	10.2 MB	5.3 MB	10.3 MB	26.9 MB	234 B	3611	13	0	0	1	0	-	s3://nao-harmon/test-dedup-cc2021/work/67/ca0597f35ee2cf5028b544f2464e09	-	-
429	d3/3d54ce	3e7e6ec0-0ff6-4064-a111-ff6bf7c3950c	RUN:HV:BOWTIE2_HUMAN	-	RUN:HV:BOWTIE2_HUMAN (8)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:19.050	2024-10-16 15:19:39.157	2024-10-16 15:19:48.683	29.6s	6.9s	harmon-queue	92.0%	1.1%	2.8 GB	3.5 GB	2.8 GB	3.5 GB	3.4 GB	4.9 MB	875	770	0	0	7972	7	-	s3://nao-harmon/test-dedup-cc2021/work/d3/3d54ce83014fec8f7b9d5175be6229	-	-
454	82/5756ef	458bd385-b353-440d-9cfb-e78bd9efe414	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS (10)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:19:39.411	2024-10-16 15:19:48.728	2024-10-16 15:19:58.701	19.3s	2.1s	harmon-queue	236.0%	0.0%	80.2 MB	4.4 GB	80.2 MB	4.4 GB	17.7 MB	2 KB	2261	23	0	0	68	48	-	s3://nao-harmon/test-dedup-cc2021/work/82/5756ef7e0e69a4e7be5414e4d0f57b	-	-
451	e6/9c5c88	8547432b-b36b-4708-a71b-d0c27beee7f9	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (15)	COMPLETED	0	-	wave.seqera.io/wt/a93b7dbc0ebc/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-16 15:19:39.231	2024-10-16 15:19:48.688	2024-10-16 15:19:58.660	19.4s	4s	harmon-queue	164.7%	0.0%	110.8 MB	1.6 GB	115.7 MB	1.6 GB	41.1 MB	17.8 MB	4686	2331	0	112 KB	3738	8	-	s3://nao-harmon/test-dedup-cc2021/work/e6/9c5c887a5dc6303b15596bbd0f5e81	-	-
241	d6/f6ef7c	ae06031b-1f11-4939-9fd9-c27ed40a0fd1	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (17)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:13:29.281	2024-10-16 15:17:48.614	2024-10-16 15:19:58.647	6m 29s	1m 54s	harmon-queue	1560.1%	4.1%	9.9 GB	42.5 GB	9.9 GB	42.8 GB	28 GB	27.7 GB	1657567	903762	0	276 KB	509635	221540	-	s3://nao-harmon/test-dedup-cc2021/work/d6/f6ef7c49676257c47e3dc145425eb3	-	-
459	48/2d9142	75fd2097-6b0b-4718-8c26-423b43bea77d	RUN:HV:EXTRACT_UNCONC_READS	-	RUN:HV:EXTRACT_UNCONC_READS (15)	COMPLETED	0	-	wave.seqera.io/wt/24c29a36e239/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-16 15:19:48.969	2024-10-16 15:19:58.703	2024-10-16 15:20:08.639	19.7s	203ms	harmon-queue	72.0%	0.0%	1.5 MB	4.3 MB	1.5 MB	4.3 MB	4.2 MB	1 KB	737	16	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/48/2d91422224230d4ddcc9fc1aa3d7ff	-	-
401	e3/ced1d7	810f3d28-4903-4d4b-92c1-72e59bd0264b	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (17)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:18:59.090	2024-10-16 15:19:09.212	2024-10-16 15:20:08.617	1m 10s	49.2s	harmon-queue	777.9%	2.6%	6.2 GB	35.9 GB	6.2 GB	35.9 GB	1 GB	797.7 MB	63543	25430	0	144 KB	23	3	-	s3://nao-harmon/test-dedup-cc2021/work/e3/ced1d785d7ebe97fc899468d6a4e0e	-	-
365	ef/a52e05	e495f6b7-8b23-4fc8-9cd4-2555cb857697	RUN:HV:TRIMMOMATIC	-	RUN:HV:TRIMMOMATIC (16)	COMPLETED	0	-	wave.seqera.io/wt/88f5a2a8f976/staphb/trimmomatic:0.39	16	-	-	32 GB	1	2024-10-16 15:18:39.392	2024-10-16 15:18:49.073	2024-10-16 15:20:08.598	1m 29s	1m 14s	harmon-queue	65.5%	1.0%	2.3 GB	36.9 GB	2.3 GB	42 GB	8.1 MB	14.9 MB	16030	1983314	0	692 KB	10	2	-	s3://nao-harmon/test-dedup-cc2021/work/ef/a52e05a434ff251a2dcc4bad581b36	-	-
457	79/1d6d62	e10b81d1-20f1-4db5-ba2c-d8fbd15f66e4	RUN:HV:BOWTIE2_HUMAN	-	RUN:HV:BOWTIE2_HUMAN (10)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:39.477	2024-10-16 15:19:58.702	2024-10-16 15:20:18.620	39.1s	11.3s	harmon-queue	87.7%	1.0%	2.5 GB	3.5 GB	3.6 GB	5.4 GB	3.4 GB	27.2 MB	2811	2058	0	0	10193	17	-	s3://nao-harmon/test-dedup-cc2021/work/79/1d6d62e6fb965f5e60a436f61dbba7	-	-
381	c6/ecb63a	2fc665f9-ab6d-45d2-ade1-af61d0ba8e42	RUN:HV:COUNT_ALIGNMENT_DUPLICATES	-	RUN:HV:COUNT_ALIGNMENT_DUPLICATES (8)	COMPLETED	0	-	wave.seqera.io/wt/63667ca34560/library/ubuntu:latest	1	-	-	4 GB	1	2024-10-16 15:18:48.886	2024-10-16 15:19:48.594	2024-10-16 15:20:28.724	1m 40s	54ms	harmon-queue	16.2%	0.0%	1.5 MB	4.2 MB	1.5 MB	4.2 MB	309.7 KB	28.3 KB	173	17	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/c6/ecb63aade25567492273a3f887bf0d	-	-
242	33/b0a787	8a36c66f-a216-499c-a932-efbb194a2529	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (17)	COMPLETED	0	-	wave.seqera.io/wt/176c74154d3b/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-16 15:13:29.034	2024-10-16 15:16:48.637	2024-10-16 15:20:28.626	7m	3m 30s	harmon-queue	205.7%	0.3%	704 MB	4 GB	704 MB	11.9 GB	3.1 GB	3.5 MB	6450725	12824	0	2.8 MB	10	4	-	s3://nao-harmon/test-dedup-cc2021/work/33/b0a7877057a8e4d58eb54e1cd4d8d9	-	-
254	67/b8ae0f	5819b0b1-0ac6-467b-8d9a-cc78956fbe4e	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (18)	COMPLETED	0	-	wave.seqera.io/wt/176c74154d3b/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-16 15:13:39.048	2024-10-16 15:16:48.645	2024-10-16 15:20:28.675	6m 50s	3m 40s	harmon-queue	206.7%	0.3%	625.3 MB	4.1 GB	625.3 MB	11.9 GB	3.3 GB	3.5 MB	6984780	12816	0	2.9 MB	10	2	-	s3://nao-harmon/test-dedup-cc2021/work/67/b8ae0fac14fea1808624b3d99ae4fe	-	-
415	77/261073	bc809110-2a15-48a8-aca7-9d23c587edd8	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS	-	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS (10)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:19:09.227	2024-10-16 15:20:28.724	2024-10-16 15:20:38.643	1m 29s	121ms	harmon-queue	28.6%	0.0%	3 MB	3.9 MB	3 MB	3.9 MB	1.8 MB	1.8 MB	223	29	0	0	5	2	-	s3://nao-harmon/test-dedup-cc2021/work/77/2610737d163c6a0ed6476671ed5339	-	-
422	8a/7bf62e	5998d59d-020c-4c9e-b11e-20645ce3882f	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ (16)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:19:09.427	2024-10-16 15:20:28.725	2024-10-16 15:20:38.686	1m 29s	5.5s	harmon-queue	150.8%	0.0%	43 MB	1.4 GB	44.4 MB	1.4 GB	11.4 MB	5.6 MB	2642	111	0	168 KB	158	48	-	s3://nao-harmon/test-dedup-cc2021/work/8a/7bf62ee53b02f7fda831ef45a6a9ef	-	-
435	5c/19061d	04e802a2-4b42-4cd4-8dd2-0e97b78ecd7d	RUN:HV:EXTRACT_UNCONC_READS	-	RUN:HV:EXTRACT_UNCONC_READS (13)	COMPLETED	0	-	wave.seqera.io/wt/24c29a36e239/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-16 15:19:29.025	2024-10-16 15:20:28.725	2024-10-16 15:20:38.713	1m 10s	144ms	harmon-queue	81.6%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	2.4 MB	234 B	504	14	0	0	5	2	-	s3://nao-harmon/test-dedup-cc2021/work/5c/19061dfc2dafdc9a62acfd0da3f4a0	-	-
437	70/44cf1c	b24cc2b9-b883-4d39-9625-32bda73278cf	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (11)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:19:29.073	2024-10-16 15:20:28.726	2024-10-16 15:20:38.738	1m 10s	2s	harmon-queue	221.9%	0.0%	103.5 MB	4.4 GB	103.5 MB	4.4 GB	17.7 MB	2.1 KB	2261	23	0	0	66	30	-	s3://nao-harmon/test-dedup-cc2021/work/70/44cf1c4f5b0921bb27e7631aeecf36	-	-
438	1b/d38f69	6ad9845e-c45a-4fa9-bfa7-34a5d7e5bb81	RUN:HV:COUNT_ALIGNMENT_DUPLICATES	-	RUN:HV:COUNT_ALIGNMENT_DUPLICATES (14)	COMPLETED	0	-	wave.seqera.io/wt/63667ca34560/library/ubuntu:latest	1	-	-	4 GB	1	2024-10-16 15:19:29.102	2024-10-16 15:20:28.726	2024-10-16 15:20:38.780	1m 10s	499ms	harmon-queue	52.1%	0.0%	1.5 MB	4.2 MB	1.5 MB	4.2 MB	19.2 MB	2.5 MB	2587	331	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/1b/d38f693ae9d380332348de307820c1	-	-
441	25/81d845	867befaa-df6e-4cd1-b4c5-41c61ab7d6fa	RUN:HV:EXTRACT_UNCONC_READS	-	RUN:HV:EXTRACT_UNCONC_READS (14)	COMPLETED	0	-	wave.seqera.io/wt/24c29a36e239/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-16 15:19:29.196	2024-10-16 15:20:28.726	2024-10-16 15:20:38.806	1m 10s	191ms	harmon-queue	62.8%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	2.7 MB	665 B	537	16	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/25/81d84546a52b6c23b8dfe8f486c6d9	-	-
442	4e/aa0d4c	d440b936-c584-4465-ab61-769fb5d0cae1	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS	-	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS (12)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:19:29.237	2024-10-16 15:20:28.727	2024-10-16 15:20:38.832	1m 10s	148ms	harmon-queue	16.7%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	3.5 MB	3.5 MB	236	42	0	0	5	2	-	s3://nao-harmon/test-dedup-cc2021/work/4e/aa0d4c77c927a06f3413c560e83e3e	-	-
445	9f/48d24f	e2fec119-e0b7-4b95-b7a4-acd797b475e0	RUN:PROFILE:TAXONOMY_RIBO:LABEL_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_KRAKEN_REPORTS (11)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:19:38.953	2024-10-16 15:20:28.727	2024-10-16 15:20:38.871	59.9s	2.5s	harmon-queue	203.3%	0.1%	130.8 MB	4.8 GB	131.9 MB	5 GB	17.7 MB	124.4 KB	2261	41	0	0	107	450	-	s3://nao-harmon/test-dedup-cc2021/work/9f/48d24f814acb5cbf3ea2399bdb1a09	-	-
436	37/351952	6053f854-2a5e-4baf-9cbf-0e11cc7f6471	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (1)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:29.183	2024-10-16 15:19:48.685	2024-10-16 15:20:38.793	1m 10s	43.3s	harmon-queue	97.4%	4.7%	11.4 GB	12.8 GB	11.4 GB	12.8 GB	12.7 GB	17.8 MB	11223	1427	0	0	11703	2348	-	s3://nao-harmon/test-dedup-cc2021/work/37/3519524db9b345eda47c51a37b91ee	-	-
446	24/20121d	716d2593-5a87-48fd-9e1b-0dd30785dbbe	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (17)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:19:38.988	2024-10-16 15:20:08.618	2024-10-16 15:20:38.883	59.9s	26.6s	harmon-queue	1109.2%	0.0%	544.1 MB	2 GB	544.1 MB	2.9 GB	508 MB	501.3 MB	7242	1602	0	0	6645	1092	-	s3://nao-harmon/test-dedup-cc2021/work/24/20121df5dab6ec914200c5ff4673e5	-	-
444	fe/c5d344	761e54df-2f38-4ffd-9dc0-4391bf4cdf77	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN (11)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:19:38.995	2024-10-16 15:20:28.728	2024-10-16 15:20:38.897	59.9s	745ms	harmon-queue	61.5%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	7.6 MB	539.9 KB	1201	44	0	0	5	3	-	s3://nao-harmon/test-dedup-cc2021/work/fe/c5d34488646f79d8e104a45ae3a82a	-	-
447	75/b6b09e	ab127deb-ad7b-4e3b-9f4a-6a5718dda596	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (14)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:19:39.115	2024-10-16 15:20:28.729	2024-10-16 15:20:38.921	59.8s	4s	harmon-queue	50.9%	0.0%	1.6 MB	10.6 MB	1.6 MB	14.5 MB	48.8 MB	37.1 MB	67111	101243	0	0	150371	1609	-	s3://nao-harmon/test-dedup-cc2021/work/75/b6b09e7504d247d2ab8bbc1dff8af4	-	-
450	6e/bd5082	65d0baa8-eda8-4ee5-8144-eed2367f5372	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (15)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:19:39.153	2024-10-16 15:20:28.730	2024-10-16 15:20:38.933	59.8s	2s	harmon-queue	47.2%	0.0%	1.6 MB	10.6 MB	1.6 MB	14.5 MB	18.2 MB	13.8 MB	24796	39159	0	0	30815	1324	-	s3://nao-harmon/test-dedup-cc2021/work/6e/bd5082cf94a3f3c11ee20523dffb22	-	-
443	d9/02da1b	613e5a7b-8461-4d1f-90f3-c788963cac3b	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (4)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:29.270	2024-10-16 15:19:48.686	2024-10-16 15:20:38.844	1m 10s	50.7s	harmon-queue	69.8%	5.1%	12.2 GB	12.8 GB	12.2 GB	12.8 GB	12.7 GB	1.9 MB	9853	451	0	0	30066	3092	-	s3://nao-harmon/test-dedup-cc2021/work/d9/02da1b75aba8c0545df1288e60c529	-	-
455	40/c2abc7	b4679132-3ca3-432b-ab9d-49920defe23b	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (6)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:39.469	2024-10-16 15:19:58.701	2024-10-16 15:20:38.967	59.5s	38.1s	harmon-queue	110.7%	4.8%	11.5 GB	12.8 GB	11.5 GB	12.8 GB	12.7 GB	34.3 MB	12830	2444	0	0	29498	2381	-	s3://nao-harmon/test-dedup-cc2021/work/40/c2abc70902b418b9e5f4b60c3a20ab	-	-
456	67/706a0b	e18115ce-39a3-4ea9-b6c1-5566d385ea4d	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (7)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:39.497	2024-10-16 15:19:48.729	2024-10-16 15:20:38.982	59.5s	43.6s	harmon-queue	86.8%	4.7%	11.4 GB	12.8 GB	12.9 GB	14.7 GB	12.7 GB	16.2 MB	11139	1330	0	0	32598	3744	-	s3://nao-harmon/test-dedup-cc2021/work/67/706a0bb6de9ae2183968515d5df65d	-	-
453	1f/a8a862	e9e1bf1b-3704-45da-8968-1739ecceba00	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (5)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:39.413	2024-10-16 15:19:48.729	2024-10-16 15:20:38.954	59.5s	45.7s	harmon-queue	135.0%	5.2%	12.6 GB	12.8 GB	12.6 GB	12.8 GB	12.7 GB	48 MB	13859	3359	0	0	23814	3941	-	s3://nao-harmon/test-dedup-cc2021/work/1f/a8a862f1266a404841e76c144bf1cd	-	-
458	2a/2b325a	4b64c1e9-63aa-4c48-b2a5-8ec9dc137457	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (8)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:49.024	2024-10-16 15:20:08.639	2024-10-16 15:20:39.014	50s	25.8s	harmon-queue	130.7%	5.1%	12.2 GB	12.8 GB	12.2 GB	12.8 GB	12.7 GB	9.6 MB	10555	937	0	0	24890	3628	-	s3://nao-harmon/test-dedup-cc2021/work/2a/2b325aacea7cee68137e2460181de5	-	-
460	98/deb6e4	57891efc-a87b-45df-8f27-7aaa629604ac	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (9)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:19:49.053	2024-10-16 15:19:58.703	2024-10-16 15:20:39.042	50s	32.3s	harmon-queue	117.3%	4.8%	11.5 GB	12.8 GB	11.5 GB	12.8 GB	12.7 GB	5.7 MB	10199	690	0	0	27039	2399	-	s3://nao-harmon/test-dedup-cc2021/work/98/deb6e4c821610ff2e349a496c8a01b	-	-
466	5e/b9f287	78be3d94-79e1-4ae3-9eb5-6fcfd2342276	RUN:HV:BOWTIE2_HV	-	RUN:HV:BOWTIE2_HV (16)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:20:08.977	2024-10-16 15:20:18.621	2024-10-16 15:20:39.065	30.1s	11s	harmon-queue	891.1%	0.9%	2.1 GB	3.9 GB	2.1 GB	3.9 GB	2 GB	135.7 MB	70742	8120	0	0	12015	242	-	s3://nao-harmon/test-dedup-cc2021/work/5e/b9f287365e4a4a294fb3d312328e87	-	-
462	83/a58baa	815be6b3-cea1-40b0-bafd-879d8a371aed	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (18)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:19:59.020	2024-10-16 15:20:28.731	2024-10-16 15:20:48.630	49.6s	14.5s	harmon-queue	875.6%	0.0%	360 MB	1.3 GB	360.1 MB	1.9 GB	236 MB	232.1 MB	3672	796	0	0	2560	346	-	s3://nao-harmon/test-dedup-cc2021/work/83/a58baa4b22c8c50bba8d6e53d0c744	-	-
387	40/3adf3f	e6a6c4e7-ad29-4018-b9c5-ad99dbf0c5fb	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN	-	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN (12)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:18:49.228	2024-10-16 15:18:59.158	2024-10-16 15:21:08.642	2m 19s	1m 56s	harmon-queue	94.3%	31.4%	75.3 GB	78.9 GB	77.9 GB	78.9 GB	77.8 GB	6.8 MB	754	3224	0	0	145368	60790	-	s3://nao-harmon/test-dedup-cc2021/work/40/3adf3f40fddbb44315e2a5675ef2af	-	-
469	10/9c1d8a	0040fce3-f1ea-4d67-9b23-a366e2f850a3	RUN:HV:BOWTIE2_HUMAN	-	RUN:HV:BOWTIE2_HUMAN (11)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:20:38.945	2024-10-16 15:20:58.573	2024-10-16 15:21:08.689	29.7s	7.3s	harmon-queue	157.1%	1.2%	2.9 GB	3.5 GB	3.7 GB	5.4 GB	3.4 GB	52.5 MB	5267	3635	0	0	13137	4	-	s3://nao-harmon/test-dedup-cc2021/work/10/9c1d8a8421013f0eb25cc363c64afb	-	-
467	53/0c9f64	6063373f-3ae8-45d6-a2ef-575fbc5d2ffd	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (10)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:20:19.012	2024-10-16 15:20:39.065	2024-10-16 15:21:08.675	49.7s	21.7s	harmon-queue	143.8%	4.3%	10.4 GB	12.8 GB	10.4 GB	12.8 GB	12.7 GB	28 MB	12187	2054	0	0	27792	1309	-	s3://nao-harmon/test-dedup-cc2021/work/53/0c9f644463764a66a7cf9cbb4a161d	-	-
376	a7/73a9e3	cfef5b07-8da2-4b86-a7be-334b6cabba12	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (14)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:18:39.548	2024-10-16 15:19:28.696	2024-10-16 15:21:18.655	2m 39s	1m 46s	harmon-queue	103.3%	0.0%	42.8 MB	1.4 GB	44.2 MB	1.4 GB	107.6 MB	96 MB	40689	1703	0	168 KB	2501	283	-	s3://nao-harmon/test-dedup-cc2021/work/a7/73a9e354e3ee61f1ce17cc8fab22e3	-	-
344	0f/5e50f3	fd40c3c8-f360-4b23-94fe-d34a7a9b25ca	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (12)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:18:29.097	2024-10-16 15:18:39.172	2024-10-16 15:21:18.643	2m 50s	2m 14s	harmon-queue	103.4%	0.0%	43.2 MB	1.4 GB	44.6 MB	1.4 GB	113.7 MB	101.9 MB	42851	1809	0	168 KB	2781	974	-	s3://nao-harmon/test-dedup-cc2021/work/0f/5e50f3c1f31a4ad26a331ef7061266	-	-
